"nav-link","listing-location","currency","price","bed","bath","listing-floorarea","listing-floorarea 2","hidden-sm href 2","hidden-sm 2"
"Dijual Rumah Full Furnish di Cluster Arana Kondisi Sangat Bagus dan Siap Huni","Bekasi Barat, Bekasi, Jawa Barat","Rp","3 M","5","4","130 m²","Rp 20.833.333 per m²","",""
"Dijual Rumah Cluster Vasana Siap Huni Lokasi Pas Depan Taman","Bekasi Barat, Bekasi, Jawa Barat","Rp","1,5 M","3","3","100 m²","Rp 13.888.889 per m²","",""
"Dijual cepat rumah termurah di cluster harmoni harapan indah Bekasi","Harapan Indah, Bekasi, Jawa Barat","Rp","1,09 M","4","3","105 m²","Rp 10.380.952 per m²","",""
"Dijual Rumah Bagus Siap Huni di Galaxy bekasi Jawa barat","green viewgalaxy bekasi, Galaxy, Bekasi, Jawa Barat","Rp","1,85 M","3","3","136 m²","Rp 17.619.048 per m²","",""
"Dijual Cepar Rumah Murah Di Green Ara Bekasi Jawa Barat","Green Ara bekasi, Tarumajaya, Bekasi, Jawa Barat","Rp","875 jt","2","1","55 m²","Rp 8.578.431 per m²","",""
"Dijual Rumah Murah Siap Huni di Cluster Taman Sari Harapan Indah Bekasi","Bekasi Barat, Bekasi, Jawa Barat","Rp","1,1 M","3","2","263 m²","Rp 8.730.159 per m²","",""
"Dijual Murah Rumah 2 lantai di Galaxy Bekasi Jawa Barat","Galaxy Bekasi Jawa Barat, Galaxy, Bekasi, Jawa Barat","Rp","2,9 M","5","4","255 m²","Rp 16.860.465 per m²","",""
"Dijual Cepat Rumah tinggal di Cluster Ifolia Harapan Indah Bekasi .","Cluster Ifolia Harapan Indah Bekasi ., Harapan Indah, Bekasi, Jawa Barat","Rp","1,275 M","3","2","100 m²","Rp 8.854.167 per m²","",""
"Dijual Rumah Cluster Vasana Siap Huni Lokasi Pas Depan Taman","Bekasi Barat, Bekasi, Jawa Barat","Rp","1,5 M","3","3","100 m²","Rp 13.888.889 per m²","",""
"Dijual / Disewakan cepat Rumah di Cluster Liverpool Mutiara Gading City, Bekasi","Cluster Liverpool Mutiara Gading City, Bekasi, Tarumajaya, Bekasi, Jawa Barat","Rp","650 jt","2","1","54 m²","Rp 9.027.778 per m²","",""
"DIJUAL RUMAH DI JATIWARNA PERBATASAN BEKASI ! DAN JAKARTA TIMUR","DI JATIWARNA PERBATASAN BEKASI, Jati Warna, Bekasi, Jawa Barat","Rp","900 jt","1","1","38 m²","Rp 11.538.462 per m²","",""
"Dijual Cepar Rumah Murah di cluster vasana Harapan indah Bekasi Jawa Barat","cluster vasana Harapan indah Bekasi, Harapan Indah, Bekasi, Jawa Barat","Rp","1,4 M","3","3","110 m²","Rp 23.333.333 per m²","",""
"Rumah Bekasi 2 Lantai Eksklusif Free Biaya Dekat Pintu Tol Jatiasih","Jalan Wibawa Mukti II, Jatiasih, Kota Bekasi, Jatiasih, Bekasi, Jawa Barat","Rp","706 jt","3","2","70 m²","Rp 11.031.250 per m²","",""
"PONDOK GEDE","Jln H Toha Jatimakmur. Pondok gede kota bekasi, Pondokgede, Bekasi, Jawa Barat","Rp","1,6 M","3","3","130 m²","Rp 14.953.271 per m²","",""
"Emerald Terrace Bekasi Tanpa DP","Jl.wibawa mukti, Bekasi Selatan, Bekasi, Jawa Barat","Rp","995,812236 jt","2","2","48 m²","Rp 16.596.871 per m²","",""
"Prima Harapan Regency","Jl. Raya Perjuangan, Harapan Baru, Harapan Baru, Bekasi, Jawa Barat","Rp","900 jt","3","2","50 m²","Rp 12.500.000 per m²","",""
"Cibubur, Bekasi, Jawa Barat","Cibubur, Bekasi, Jawa Barat, Cibubur, Bekasi, Jawa Barat","Rp","550 jt","2","1","40 m²","Rp 10.000.000 per m²","",""
"Rumah mewah dua lantai strategis dekat tol bekasi timur","swadaya1, Bekasi Timur, Bekasi, Jawa Barat","Rp","650 jt","2","2","65 m²","Rp 8.783.784 per m²","",""
"Perumahan Duta Harapan","Jl. Perjuangan, Boulevard Barat, Bekasi, Bekasi, Bekasi, Jawa Barat","Rp","1,1 M","3","2","144 m²","Rp 7.638.889 per m²","",""
"Dijual rumah Murah  di lavesh harapan indah Bekasi Jawa barat","lavesh harapan indah Bekasi Jawa barat, Harapan Indah, Bekasi, Jawa Barat","Rp","1,2 M","2","2","56 m²","Rp 14.285.714 per m²","",""
"Jatiwarna","Bulog, Jati Warna, Bekasi, Jawa Barat","Rp","3,8 M","5","3","200 m²","Rp 14.074.074 per m²","",""
"Citra gran","Jln alternatif cibubur, Jatisampurna, Bekasi, Jawa Barat","Rp","1,75 M","4","3","135 m²","Rp 16.666.667 per m²","",""
"Jatiasih","Graha indah jatiasih, Jatiasih, Bekasi, Jawa Barat","Rp","1,6 M","2","3","300 m²","Rp 8.556.150 per m²","",""
"Kota Harapan Indah","Jl Bekasi Raya, Bekasi, Bekasi, Jawa Barat","Rp","1,35 M","3","2","120 m²","Rp 13.775.510 per m²","",""
"Harapan Indah",". Jl Bekasi Raya, Medan Satria, Bekasi, Medan Satria, Bekasi, Jawa Barat","Rp","689 jt","3","2","75 m²","Rp 8.948.052 per m²","",""
"Trevista Bekasi",". Jl. Perjuangan Km. 7 No. 99, Bekasi Utara, Bekasi, Jawa Barat","Rp","902,535 jt","3","1","56 m²","Rp 9.917.967 per m²","",""
"Kota Harapan Indah Cluster Aralia","Jl. Bekasi Raya, Medan Satria, Bekasi, Medan Satria, Bekasi, Jawa Barat","Rp","1,275 M","3","1","112 m²","Rp 11.383.929 per m²","",""
"DIJUAL HUNIAN KOKOH PONDOK UGU PERMAI (H0975)","pondok ungu permai, Bekasi Utara, Bekasi, Jawa Barat","Rp","500 jt","2","1","60 m²","Rp 8.333.333 per m²","",""
"Prima Harapan Regency","Jl. Raya Perjuangan, Harapan Baru, Harapan Baru, Bekasi, Jawa Barat","Rp","900 jt","3","2","100 m²","Rp 11.538.462 per m²","",""
"Rumah rapih pondok ungu permai (H0410)","pondok ungu permai, Bekasi Utara, Bekasi, Jawa Barat","Rp","450 jt","2","1","60 m²","Rp 7.500.000 per m²","",""
"Dijual cepat rumah bagus di Harapan Indah Cluster Aralia Bekasi","Harapan Indah Cluster Aralia, Harapan Indah, Bekasi, Jawa Barat","Rp","1,2 M","2","1","62 m²","Rp 9.523.810 per m²","",""
"Jatiasih","Komsen, Jatiasih, Bekasi, Jawa Barat","Rp","679 jt","2","1","45 m²","Rp 10.777.778 per m²","",""
"HUNIAN MODEREN VILLA GADING HARAPAN BEKASI (H0413)","villa gading harapan 3, Babelan, Bekasi, Jawa Barat","Rp","350 jt","2","1","50 m²","Rp 4.861.111 per m²","",""
"Z Living Grand Wisata Rumah DP 0%","Jl. Kw. Grand Wisata, RT.006/RW.016, Mustika Jaya, Grand Wisata, Bekasi, Jawa Barat","Rp","2,6 M","4","3","125 m²","Rp 16.883.117 per m²","",""
"Z Living Grand Wisata Rumah DP 0%","Jl. Kw. Grand Wisata, RT.006/RW.016, Mustika Jaya, Grand Wisata, Bekasi, Jawa Barat","Rp","2,6 M","4","3","125 m²","Rp 16.883.117 per m²","",""
"Z Living Grand Wisata Cicilan 5 Jt-an/Bulan","Jl. Kw. Grand Wisata, RT.006/RW.016, Mustika Jaya, Grand Wisata, Bekasi, Jawa Barat","Rp","1,6 M","3","2","88 m²","","",""
"Summarecon Bekasi Mulberry Residence","RT.014/RW.009, Harapan Baru, Bekasi Utara, Summarecon Bekasi, Bekasi, Jawa Barat","Rp","1,833 M","4","3","117 m²","Rp 17.625.000 per m²","",""
"Emerald Terrace Jatiasih Rumah DP 0%","Jl. Wibawa Mukti II, RT.001/RW.006, Jatiasih, Bekasi, Jawa Barat","Rp","940 jt","2","2","51 m²","Rp 15.666.667 per m²","",""
"Morizen Summarecon Bekasi Rumah Konsep Jepang","Jl. Bulevar Barat, Summarecon Bekasi, Summarecon Bekasi, Bekasi, Jawa Barat","Rp","2,8 M","4","4","151 m²","Rp 21.538.462 per m²","",""
"Pondok Ungu Permai","Pondok Ungu, Kaliabang, Bekasi, Jawa Barat","Rp","580 jt","2","1","50 m²","Rp 8.055.556 per m²","",""
"DIJUAL RUMAH PONDOK UNGU SEKTOR V BEKASI (H0952)","PUP SEKTOR 5, Babelan, Bekasi, Jawa Barat","Rp","800 jt","4","1","100 m²","Rp 6.153.846 per m²","",""
"Dijual rumah siap huni  di cluster ifolia  Harapan Indah Bekasi","Harapan Indah, Harapan Indah, Bekasi, Jawa Barat","Rp","1,4 M","3","2","100 m²","Rp 9.722.222 per m²","",""
"Summarecon Bekasi","Cluster Magnolia, Summarecon Bekasi, Bekasi, Jawa Barat","Rp","2,65 M","3","2","186 m²","Rp 18.402.778 per m²","",""
"Summarecon Bekasi","Cluster Magnolia, Summarecon Bekasi, Bekasi, Jawa Barat","Rp","2,65 M","3","3","148 m²","Rp 16.358.025 per m²","",""
"Dijual Rumah Murah Cibitung Bekasi","Jalan Raya Tambelang, Cibitung, Bekasi, Jawa Barat","Rp","150 jt","2","1","30 m²","Rp 2.500.000 per m²","",""
"Dijual Rumah Murah Tambun Dekat Pintu Tol Gabus","Jalan Raya Tambelang, Tambelang, Bekasi, Jawa Barat","Rp","180 jt","2","1","36 m²","Rp 3.000.000 per m²","",""
"Rumah Murah 2 Lantai Di Bekasi","Jl. Mandor Demong, Mustika Sari, Mustika Jaya, Mustikajaya, Bekasi, Jawa Barat","Rp","824 jt","3","2","53 m²","Rp 13.733.333 per m²","",""
"Dijual Rumah Syariah Bekasi","Jalan Barin Raya, Mustikajaya, Bekasi, Jawa Barat","Rp","999 jt","3","2","60 m²","Rp 13.875.000 per m²","",""
"Kota Harapan Indah Cluster Harmoni","Jl. Bekasi Raya, Medan Satria, Bekasi, Medan Satria, Bekasi, Jawa Barat","Rp","1,375 M","4","3","100 m²","Rp 13.095.238 per m²","",""
"Cluster Syariah di Bekasi","Jalan Barin Raya, Mustikajaya, Bekasi, Jawa Barat","Rp","824 jt","3","2","53 m²","Rp 13.733.333 per m²","",""
"Pilar Mas Asri",". Jl. Ki Hajar Dewantara, Cikarang, Bekasi, Jawa Barat","Rp","165 jt","2","1","30 m²","Rp 2.750.000 per m²","",""
"Summarecon Bekasi","Summarecon Bekasi, Bekasi, Jawa Barat","Rp","2,55 M","3","2","186 m²","Rp 17.708.333 per m²","",""
"Dijual cepat Rumah  Mediterania 2 1/2 lantai berada di lokasi yang sangat strategis","Bekasi Utara, Bekasi, Jawa Barat","Rp","3 M","4","4","410 m²","Rp 12.000.000 per m²","",""
"Summarecon Bekasi","Cluster Lotus, Summarecon Bekasi, Bekasi, Jawa Barat","Rp","4,5 M","5","5","250 m²","Rp 20.833.333 per m²","",""
"Dijual cepat Rumah  Mediterania 2 1/2 lantai berada di lokasi yang sangat strategis","Bekasi Utara, Bekasi, Jawa Barat","Rp","3 M","4","4","410 m²","Rp 12.000.000 per m²","",""
"Summarecon Bekasi","Cluster Lotus, Summarecon Bekasi, Bekasi, Jawa Barat","Rp","4,5 M","5","5","250 m²","Rp 20.833.333 per m²","",""
"Summarecon Bekasi","Summarecon Bekasi, Bekasi, Jawa Barat","Rp","2,45 M","3","3","150 m²","Rp 17.013.889 per m²","",""
"Dijual rumah Asera One West Harapan indah, Bekasi","Harapan Indah, Bekasi, Jawa Barat","Rp","2,5 M","4","4","200 m²","Rp 15.625.000 per m²","",""
"Hunian logis di pondok ungu sektor 5 bekasi (H0952)","pup sektor 5, Babelan, Bekasi, Jawa Barat","Rp","800 jt","4","1","100 m²","Rp 6.153.846 per m²","",""
"Rumah taman harapan baru bekasi barat","taman harapan baru, Medan Satria, Bekasi, Jawa Barat","","","2","1","50 m²","","",""
"Dijual Rumah Cantik Siap Huni & Semi Furnished, Hunian di dalam Cluster yang aman","Harapan Indah, Bekasi, Jawa Barat","Rp","3,9 M","6","4","400 m²","Rp 15.537.849 per m²","",""
"Harapan Indah",". Jl Bekasi Raya, Medan Satria, Bekasi, Medan Satria, Bekasi, Jawa Barat","Rp","575 jt","2","1","42 m²","Rp 9.583.333 per m²","",""
"HUNIAN MERONA BULEVAR HIJAU NAN HUK (H0736)","BULEVAR HIJAU, Boulevard Hijau, Bekasi, Jawa Barat","Rp","990 jt","2","2","80 m²","Rp 7.333.333 per m²","",""
"Rumah dijual Cepat di Harapan Indah Bekasi","Harapan Indah, Harapan Indah, Bekasi, Jawa Barat","Rp","750 jt","3","1","112 m²","Rp 6.521.739 per m²","",""
"Rumah Dlm Cluster Siap Huni Asri Di Cikunir","Cikunir, Cikunir, Bekasi, Jawa Barat","Rp","1,65 M","4","4","123 m²","Rp 15.277.778 per m²","",""
"Dijual Cepat Rumah di Duta Bumi Harapan Indah Bekasi","Harapan Indah, Bekasi, Jawa Barat","Rp","900 jt","4","2","120 m²","Rp 10.000.000 per m²","",""
"Dijual Rumah Cluster Raman Puspa Harapan Indah Bekasi","Harapan Indah, Bekasi, Jawa Barat","Rp","1,25 M","3","3","90 m²","Rp 13.888.889 per m²","",""
"Dijual Murah Rumah 2 Lantai Di Jatimakmur Pondok Gede","Jatimakmur pondok gede, Jati Makmur, Bekasi, Jawa Barat","Rp","795 jt","3","2","72 m²","Rp 13.032.787 per m²","",""
"Rumah mewah harapan indah bekasi (H0759)","Harapan indah, Medan Satria, Bekasi, Jawa Barat","Rp","925 jt","3","2","90 m²","Rp 15.416.667 per m²","",""
"Dijual rumah di Griya Harapan Permai Bekasi","Harapan Indah, Bekasi, Jawa Barat","Rp","500 jt","2","1","70 m²","Rp 5.102.041 per m²","",""
"Cibubur bekasi","Jl Kenanga, Cibubur, Bekasi, Jawa Barat","Rp","730 jt","3","2","60 m²","Rp 12.166.667 per m²","",""
"Cluster siap huni",". Jl. Raya Wibawamukti II, Jatisari, Jati Sari, Bekasi, Jawa Barat","Rp","585 jt","2","1","45 m²","Rp 8.125.000 per m²","",""
"Dijual Rumah Siap Huni di Pondok Hijau Permai Bekasi","Bekasi Timur, Bekasi, Jawa Barat","Rp","2,399 M","5","4","224 m²","Rp 14.539.394 per m²","",""
"HUNIAN GLOW PEUM DUTA BUMI BEKASI (H0450)","duta bumi, Medan Satria, Bekasi, Jawa Barat","Rp","1,35 M","4","3","150 m²","Rp 15.000.000 per m²","",""
"Dijual Rumah Cluster Maple Summarecon Bekasi","Summarecon Bekasi, Bekasi, Jawa Barat","Rp","4,65 M","5","4","196 m²","Rp 14.307.692 per m²","",""
"cluster mezzanine dp25 strategis di jatiasih","Jl. Wibawa Mukti 2, Jatiasih, Bekasi, Jatiasih, Bekasi, Jawa Barat","Rp","630 jt","2","1","40 m²","Rp 10.500.000 per m²","",""
"Dewi residence",". Jl. Desa Jatiluhur, Jatiasih, Bekasi, Jawa Barat","Rp","845 jt","3","2","85 m²","Rp 8.284.314 per m²","",""
"Bukit Indah Jatiluhur",". Jl. Jatiluhur-Jatiasih, Jatiasih, Bekasi, Jawa Barat","Rp","750 jt","2","1","54 m²","Rp 9.615.385 per m²","",""
"Cluster strategis","Jl. Wibawamukti 2, Jati Sari, Bekasi, Jawa Barat","Rp","755 jt","3","2","62 m²","Rp 12.583.333 per m²","",""
"Dijual Cepat Murah Rumah bulevard","Jl. Raya Transyogi, Citra Gran, Bekasi, Jawa Barat","Rp","2,9 M","4","3","300 m²","Rp 14.500.000 per m²","",""
"Rumah cantik furnish free bphtb","Jl. Alternatif Cibubur, Cibubur, Bekasi, Jawa Barat","Rp","1,15 M","2","1","70 m²","Rp 12.777.778 per m²","",""
"Dijual Rumah Murah Di Bawah Pasar Di Harapan Indah","Perum Griya Harapan Permai Harapan Indah Bekasi, Harapan Indah, Bekasi, Jawa Barat","Rp","500 jt","2","1","70 m²","Rp 5.102.041 per m²","",""
"Plaza Taman Harapan Baru",". Jl. Permata Harapan, Medan Satria, Bekasi, Jawa Barat","Rp","645 jt","2","1","50 m²","Rp 9.772.727 per m²","",""
"HUNIAN HARMONIS DI GRIYA ASRI BEKASI (J0902)","GRIYA ASRI, Tambun Utara, Bekasi, Jawa Barat","Rp","330 jt","3","1","80 m²","Rp 3.055.556 per m²","",""
"Dipasarkan TAHAP 2 Cluster Tanpa DP Tipe 45/72 cukup 3jt all in","Jl. Raya Nasional setu cibitung , Setu, Bekasi, Setu, Bekasi, Jawa Barat","Rp","559 jt","2","1","40 m²","Rp 4.777.778 per m²","",""
"Kota Harapan Indah","Jl Bekasi Raya, Bekasi, Bekasi, Jawa Barat","Rp","1,63 M","4","3","225 m²","Rp 10.187.500 per m²","",""
"rumah murah ditambun utara dekat tol","Bekasi Utara, Bekasi, Jawa Barat","Rp","345 jt","2","1","38 m²","Rp 5.750.000 per m²","",""
"Dijual Rumah di Cluster Taman Sari - Harapan Indah Bekasi","Taman Sari Harapan Indah Bekasi, Tarumajaya, Bekasi, Jawa Barat","Rp","1,05 M","2","2","130 m²","Rp 10.000.000 per m²","",""
"Harapan Indah",". Jl Bekasi Raya, Medan Satria, Bekasi, Medan Satria, Bekasi, Jawa Barat","Rp","915 jt","3","2","90 m²","Rp 15.250.000 per m²","",""
"Rumah 2 Lantai Jatiasih Bekasi Pinggir Jalan Raya Dekat Tol DP 0 Cicilan Mulai 5 Jutaan","Jalan WIbawa Mukti Jatiasih, Jatiasih, Bekasi, Jawa Barat","Rp","866,5 jt","2","1","63 m²","Rp 20.151.163 per m²","",""
"Cibubur Residence","Jl Raya Alternatif Cibubur, Harjamukti, Bekasi, Cibubur, Bekasi, Jawa Barat","Rp","1,1 M","3","3","75 m²","Rp 10.784.314 per m²","",""
"Caman Jatibening Bekasi","Caman, Jati Bening, Bekasi, Jawa Barat","Rp","1,6 M","4","4","160 m²","Rp 17.391.304 per m²","",""
"Rumah Mewah Murah Komplek Antilope Jatiwaringin No Banjir","Jatiwaringin, Jati Waringin, Bekasi, Jawa Barat","Rp","1,7 M","6","4","250 m²","Rp 8.500.000 per m²","",""
"Dijual rumah bagus Murah Siap Huni di cluster adara harapan indah  Bekasi","cluster adara harapan indah, Harapan Indah, Bekasi, Jawa Barat","Rp","1,5 M","3","3","100 m²","Rp 13.888.889 per m²","",""
"Dijual Rumah Di Dalam Komplek Di Jakamulya Bekasi Selatan","Jalan jakamulya, Bekasi Selatan, Bekasi, Jawa Barat","Rp","1,15 M","4","2","179 m²","Rp 8.518.519 per m²","",""
"Kota Harapan Indah","Jl Bekasi Raya, Bekasi, Bekasi, Jawa Barat","Rp","915 jt","3","2","90 m²","Rp 15.250.000 per m²","",""
"Dijual cepat Rumah  Murah siap huni di Harapan Mulya Regency Bekasi","Harapan Mulya Regency Bekasi, Medan Satria, Bekasi, Jawa Barat","Rp","700 jt","3","2","53 m²","Rp 7.777.778 per m²","",""
"Rumah Full Furnish Cantik 2LT di Cluster Kana, Kota Harapan Indah","Jl. Harapan Indah Boulevard, Harapan Indah, Bekasi, Jawa Barat","Rp","1,083 M","2","2","48 m²","Rp 27.075.000 per m²","",""
"Mustikajaya bekasi kota rumah 1&2 lantai dekat grand wisata bonus canopy , ac & kompor gas","Jln mustika jaya bekasi, Mustikajaya, Bekasi, Jawa Barat","Rp","541 jt","2","1","42 m²","Rp 8.196.970 per m²","",""
"Green Madina Jatiasih Bekasi","Jatiasih, Bekasi, Jawa Barat","Rp","885,5 jt","3","2","45 m²","Rp 14.055.556 per m²","",""
"Cluster Mewah Promo DP 0% di Jatiasih","Jl.Kertapawitan Saleh, Cikunir, Bekasi, Jawa Barat","Rp","850 jt","3","2","56 m²","Rp 13.709.677 per m²","",""
"Cibubur Residence","Jl Raya Alternatif Cibubur, Harjamukti, Bekasi, Cibubur, Bekasi, Jawa Barat","Rp","1,65 M","3","2","90 m²","Rp 13.095.238 per m²","",""
"Rumah keren bergaya Eropa di tambun utara","Tambun, Bekasi, Jawa Barat","Rp","419,9 jt","2","1","42 m²","Rp 5.831.944 per m²","",""
"Harapan Indah Regency","Jl. Bekasi Raya, Medan Satria, Bekasi, Medan Satria, Bekasi, Jawa Barat","","779","3","2","62 m²","Rp 15 per m²","",""
"Dijual Rumah di Lippo Cikarang Cluster Meadowgreen","Lippo Cikarang Cluster Meadowgreen, Cikarang, Bekasi, Jawa Barat","Rp","680 jt","4","3","126 m²","Rp 5.396.825 per m²","",""
"Bekasi","Tanah Tinggi Harapan Indah Bekasi, Bekasi, Bekasi, Jawa Barat","","779","3","2","63 m²","Rp 15 per m²","",""
"Kosau Jayi Mekar Bekasi","Bekasi, Bekasi, Jawa Barat","Rp","875 jt","2","1","60 m²","Rp 10.542.169 per m²","",""
"Dijual cepat rumah posisi hook ex worjshop garmen harapsn indah 1 Bekasi","Harapan Indah, Bekasi, Jawa Barat","Rp","1,1 M","","","220 m²","Rp 8.730.159 per m²","",""
"Rumah Dalam Cluster DP bisa 0% KPR Syariah Angsuran Flat dekat Tol Becakayu Kalimalang Bekasi","Jl. Bougenville Raya, Jakasampurna, Bekasi Barat, Bekasi Barat, Bekasi, Jawa Barat","Rp","1,3 M","3","2","81 m²","Rp 16.049.383 per m²","",""
"Taman Wisma Asri I","Jl. Raya Taman Wisma Asri, Bekasi, Jawa Barat","Rp","750 jt","2","2","45 m²","Rp 8.426.966 per m²","",""
"Dijual Rumah 2 Lantai Murah Nyaman Strategis di Jatiasih","Jatiasih, Jatiasih, Bekasi, Jawa Barat","Rp","760 jt","3","1","70 m²","Rp 11.692.308 per m²","",""
"Prima Lingkar Asri","Jl. Caman Raya, Cikunir, Bekasi, Jati Bening, Bekasi, Jawa Barat","Rp","1,65 M","3","3","140 m²","Rp 14.732.143 per m²","",""
"Dijual Rumah 3 lantai Pejuang Pratama di Medan Satria, Bekasi","Pejuang Pratama di Medan Satria, Bekasi, Medan Satria, Bekasi, Jawa Barat","Rp","800 jt","4","2","120 m²","Rp 13.333.333 per m²","",""
"Dijual Rumah Baru Mewah Desain Minimalis Modern di Galaksi Bekasi","Jatibening, Jati Bening, Bekasi, Jawa Barat","Rp","2,15 M","5","5","200 m²","Rp 17.916.667 per m²","",""
"Kodau Jati Mekar Jati Asih Bekasi","Jatiasih, Bekasi, Jawa Barat","Rp","3,6 M","3","2","300 m²","Rp 7.982.262 per m²","",""
"Jatimekar","Kodau, Jati Warna, Bekasi, Jawa Barat","Rp","1,15 M","3","2","98 m²","Rp 10.952.381 per m²","",""
"Jaka Sampurna Bekasi","Jaka Sampurna, Bekasi, Jawa Barat","Rp","8,5 M","6","7","750 m²","Rp 8.095.238 per m²","",""
"Rumah Murah dan Strategis di Bekasi Kota Free Biaya-Biaya Sampai Serah Terima!","Jl. Raya Kedaung, Juwet, Cimuning, Mustikajaya, Bekasi, Jawa Barat","Rp","390 jt","2","1","45 m²","Rp 5.652.174 per m²","",""
"Dijual Rumah di Harapan Indah 2 cluster Taman Sari","Dijual Rumah di Harapan Indah 2 cluster Taman Sari, Harapan Indah, Bekasi, Jawa Barat","Rp","1,8 M","3","2","100 m²","Rp 11.250.000 per m²","",""
"Rumah Cluster 2 Lantai Harga Terjangkau","jl. parpostel, Jatiasih, Bekasi, Jawa Barat","Rp","1,45 M","5","4","136 m²","Rp 12.083.333 per m²","",""
"PONDOK GEDE","Jln sigma 3 Jatimakmur pondok gede Bekasi, Pondokgede, Bekasi, Jawa Barat","Rp","1,85 M","5","3","170 m²","Rp 13.214.286 per m²","",""
"Perumahan Duta Kranji","Perumahan Duta Kranji, Kranji, Bekasi, Jawa Barat","Rp","850 jt","3","1","84 m²","Rp 7.870.370 per m²","",""
"Duta Kranji","Jl Penataran, Bintara , Bekasi Barat, Bintara, Bekasi, Jawa Barat","Rp","850 jt","3","1","84 m²","Rp 7.870.370 per m²","",""
"Cluster Adara (Kota Harapan Indah)",". Komplek Sentra Niaga, Bulevar Hijau Kav. 33-35, Medan Satria, Bekasi, Jawa Barat","Rp","2,6 M","3","3","107 m²","Rp 14.444.444 per m²","",""
"Palem Lestari","Jalan Jatiraden, Cibubur, Bekasi, Jawa Barat","Rp","1,210449204 M","3","2","77 m²","Rp 14.410.110 per m²","",""
"Palem Lestari","Jalan JAtiraden, Jati Warna, Bekasi, Jawa Barat","Rp","1,210429249 M","3","2","77 m²","Rp 14.409.872 per m²","",""
"Casturi Syariah Bekasi","Jl.Setu Cileungsi Pasir Angin, Bekasi, Bekasi, Jawa Barat","Rp","335 jt","2","1","40 m²","Rp 4.785.714 per m²","",""
"Dijual Rumah Baru Minimalis di Perumahan Sakura Regency Bekasi","Tambun Selatan, Bekasi, Jawa Barat","Rp","1,088 M","2","1","47 m²","Rp 12.952.381 per m²","",""
"Dijual Rumah Siap Huni di Cluster Aralia Harapan Indah Bekasi Bebas Banjir","Harapan Indah, Bekasi, Jawa Barat","Rp","1,3 M","3","3","100 m²","Rp 11.607.143 per m²","",""
