"nav-link","listing-location","currency","price","bed","bath","listing-floorarea","listing-floorarea 2","hidden-sm href 2","hidden-sm 2"
"cimanggis","jl harja mukti, Cimanggis, Depok, Jawa Barat","Rp","850 jt","2","1","65 m²","Rp 9.444.444 per m²","",""
"cimanggis","harjamukti, Cimanggis, Depok, Jawa Barat","Rp","995 jt","3","3","80 m²","Rp 12.594.937 per m²","",""
"cimanggis","putritunggal, Cimanggis, Depok, Jawa Barat","Rp","1,05 M","3","3","80 m²","Rp 12.209.302 per m²","",""
"depok","jalan putri tunggal, Harjamukti, Depok, Jawa Barat","Rp","985 jt","3","3","80 m²","Rp 12.960.526 per m²","",""
"Rumah Murah Tanpa DP di Bojongsari Depok","Bojongsari, Depok, Jawa Barat","Rp","695 jt","2","1","45 m²","Rp 10.530.303 per m²","",""
"CIMANGGIS","JL HARJA MUKTI, Cimanggis, Depok, Jawa Barat","Rp","1,3104 M","3","2","90 m²","Rp 12.246.729 per m²","",""
"CIMANGGIS","jl harja mukti, Cimanggis, Depok, Jawa Barat","Rp","850 jt","2","1","65 m²","Rp 9.444.444 per m²","",""
"cimanggis","jl harja mukti, Cimanggis, Depok, Jawa Barat","Rp","850 jt","2","1","65 m²","Rp 9.444.444 per m²","",""
"CIMANGGIS","jl harja mukti, Cimanggis, Depok, Jawa Barat","Rp","1,3104 M","3","2","90 m²","Rp 12.246.729 per m²","",""
"cimanggis","jl harja mukti, Cimanggis, Depok, Jawa Barat","Rp","850 jt","2","1","65 m²","Rp 9.444.444 per m²","",""
"Dijual Rumah","Cilodong, Depok, Jawa Barat","Rp","1,95 M","5","3","100 m²","Rp 11.607.143 per m²","",""
"cimanggis","jl harja mukti, Cimanggis, Depok, Jawa Barat","Rp","1,26492 M","3","2","90 m²","Rp 13.900.220 per m²","",""
"Dijual Rumah Siap Huni Green Cinere Gandul cinere depok","Cinere, Depok, Jawa Barat","Rp","1,516 M","2","2","62 m²","Rp 14.862.745 per m²","",""
"Rumah 1 Lantai Siap Huni Hanya 5 Menit dari Tol Cimanggis","Jl. Ciherang Raya Sukatani Tapos Depok, Tapos, Depok, Jawa Barat","Rp","740 jt","2","1","47 m²","Rp 10.000.000 per m²","",""
"Perumahan Beji Timur",". Jl. Sempu, Beji Timur, Depok, Beji, Depok, Jawa Barat","Rp","995 jt","3","3","100 m²","Rp 9.950.000 per m²","",""
"Pondok Sukmajaya Permai","Jl Tole Iskandar, Sukmajaya, Sukma Jaya, Depok, Jawa Barat","Rp","930 jt","3","3","75 m²","Rp 12.236.842 per m²","",""
"CIMANGGIS GOLF ESTATE CLUSTER NAHARA","Jl. Cimanggis Boulevard, Cimanggis, Depok, Jawa Barat","Rp","1,5917 M","2","1","89 m²","Rp 18.725.882 per m²","",""
"LAGUNA SHILA SAWANGAN","Sawangan, Depok, Jawa Barat","Rp","1,95 M","3","3","110 m²","Rp 19.897.959 per m²","",""
"Margonda Ecopark Depok","Jl. Margonda Raya Kp. Gedong Kemirimuka, Margonda, Depok, Jawa Barat","Rp","1,033 M","3","3","80 m²","Rp 17.216.667 per m²","",""
"Beji Permai","Jl Karya Bakti, Beji, Depok, Beji, Depok, Jawa Barat","Rp","930 jt","3","3","70 m²","Rp 12.400.000 per m²","",""
"Dijual Rumah Secondary Siap Huni dekat Kantor Pemerintahan Kota Depok dan Alun2 Kota Depok","Jln Kampung Sawah  Rt. 001/002  No.62,, Cilodong, Depok, Jawa Barat","Rp","500 jt","2","1","55 m²","Rp 6.250.000 per m²","",""
"Rumah Cantik Siap Huni Lokasi dekat Tol Cimanggis","Perumahan Pesona Laguna 2, Cimanggis, Depok, Jawa Barat","Rp","750 jt","3","1","90 m²","Rp 8.333.333 per m²","",""
"Rumah Depok Murah Cicicilan 3jt NOL DP, Bebas Banjir.","jl. arco raya, duren seribu, bojongsari, Depok, Bojongsari, Depok, Jawa Barat","Rp","531 jt","2","1","40 m²","Rp 6.475.610 per m²","",""
"Reiwa Town","7 Jl. Arco Raya, Bojongsari, Depok, Jawa Barat","Rp","492 jt","2","1","40 m²","Rp 6.833.333 per m²","",""
"Di Jual Rumah Siap Huni harga Murah Lokasi Strategis & Bebas Banjir Di Citayam","Jl Raya Citayam, Citayam Kab.Depok, Cinere, Depok, Jawa Barat","Rp","150 jt","2","1","33 m²","Rp 4.411.765 per m²","",""
"Pesona Khayangan Juanda",". Jl. Ir. H. Juanda, Mekarjaya, Sukma Jaya, Depok, Jawa Barat","Rp","735 jt","2","2","50 m²","Rp 7.989.130 per m²","",""
"Rumah Lokasi Strategis Dekat Pusat Bisnis","Jl. Raya Arco Sawangan, Sawangan, Depok, Jawa Barat","Rp","491,569 jt","2","1","42 m²","Rp 6.642.824 per m²","",""
"Over Kredit Rumah 89JT Strategis Dkt Tol dan Stasiun @ Permata Cimanggis Depok Type 45/84","Tapos, Depok, Jawa Barat","Rp","89 jt","2","1","45 m²","Rp 1.059.524 per m²","",""
"Rumah dijual dekat Stasiun Krl Murah Minimalis Elegan","Jl. Taman jaya, Cipayung, Depok, Kelapa Dua, Depok, Jawa Barat","Rp","360 jt","3","1","36 m²","Rp 6.000.000 per m²","",""
"Depok View Residence","Jl. Kalimulya Raya Depok, Sukma Jaya, Depok, Jawa Barat","Rp","950 jt","3","3","70 m²","Rp 11.585.366 per m²","",""
"5. Rumah 2, 5 lantai, spek bata merah, harga perdana lokasi Cimanggis Cibubur","Jl.Nakula, Margonda, Depok, Jawa Barat","Rp","1,1 M","2","3","70 m²","Rp 13.253.012 per m²","",""
"Rumah dijual dekat dengan Stasiun Krl akses Mobil Harga Ekonomis","Jl. Taman Jaya, Cipayung, Depok, Kelapa Dua, Depok, Jawa Barat","Rp","330 jt","3","1","32 m²","Rp 5.500.000 per m²","",""
"Pamulang Elok","Jl. H. Mawi Malik, Pondok Petir, Sawangan, Depok, Jawa Barat","Rp","485 jt","2","1","72 m²","Rp 9.700.000 per m²","",""
"MULQI MANSION 9","Jl. H. Suhaemi,Bojongsari, Depok, Bojongsari, Depok, Jawa Barat","Rp","600 jt","3","2","60 m²","Rp 8.823.529 per m²","",""
"Dijual Rumah dekat Dengan Stasiun Harga Promo Ekonomis Modern Minimalis","Jl. Taman jaya, Cipayung, Depok, Kelapa Dua, Depok, Jawa Barat","Rp","236,94 jt","2","1","21 m²","Rp 4.738.800 per m²","",""
"Cinere Estate","Tanjung, Cinere, Depok, Jawa Barat","Rp","6,5 M","3","3","475 m²","Rp 17.520.216 per m²","",""
"Jl. krukut raya","Jl.krukut raya, Cinere, Depok, Jawa Barat","Rp","1,5 M","1","1","100 m²","Rp 5.000.000 per m²","",""
"GReen Arco, rumah mewah, murah DP Nol, langsung huni, ga pakai biaya2 tambahan","jl.arco raya, duren seribu, bojongsari,depok, Bojongsari, Depok, Jawa Barat","Rp","465 jt","2","1","40 m²","Rp 6.642.857 per m²","",""
"Rumah dijual Terlaris Murah Modern Minimalis","Jl. Taman jaya, Cipayung, Depok, Kelapa Dua, Depok, Jawa Barat","Rp","190 jt","2","1","30 m²","Rp 4.750.000 per m²","",""
"Di Jual Rumah Baru Murah Siap Huni, 10 Menit Ke Stasiun & Bebas Banjir","Jl Raya Citayam, Citayam Pabuaran Kab.Bogor, Margonda, Depok, Jawa Barat","Rp","125 jt","2","1","23 m²","Rp 5.434.783 per m²","",""
"Rumah Dijual di Beji, Dalam Cluster, 2 Lantai, Dekat Stater Depok","Beji, Depok, Jawa Barat","Rp","1,25 M","3","2","90 m²","Rp 14.367.816 per m²","",""
"DIJUAL CEPAT HUNIAN MURAH MINIMALIS CITAYAM","Jl. raya tugu macan, Citayam, Depok, Jawa Barat","Rp","185 jt","2","1","36 m²","Rp 3.700.000 per m²","",""
"Rumah Dijual Modern Minimalis Harga Promo dekat Stasiun Krl Free SHM","Jl. Taman Jaya, Cipayung, Depok, Cinere, Depok, Jawa Barat","Rp","360 jt","3","1","36 m²","Rp 6.000.000 per m²","",""
"Trevista Hills","Jln. Pondok Petir Raya No.99 Sawangan Depok, Sawangan, Depok, Jawa Barat","Rp","917,5 jt","2","1","45 m²","Rp 10.922.619 per m²","",""
"Trevista Hills","Jln. Pondok petir no 99 bojong sari, Bojongsari, Depok, Jawa Barat","Rp","942,5 jt","2","1","49 m²","Rp 11.220.238 per m²","",""
"Jln. Raya Pondok Petir No. 99 Trevista Hills","Jln Raya pondok petir No.99, Bojongsari, Depok, Jawa Barat","Rp","1,2225 M","3","2","75 m²","Rp 14.553.571 per m²","",""
"Di Jual Rumah Baru Murah Siap Huni, 10 Menit Ke Stasiun & Bebas Banjir","Jl Raya Citayam, Citayam Pabuaran Kab.Bogor, Cilodong, Depok, Jawa Barat","Rp","125 jt","2","1","23 m²","Rp 5.434.783 per m²","",""
"Harga promo cluster mewah di citayam hanya 185jt lokasi super strategis","Jl. Raya nanggerang tugu macan citayam cipayung, Cipayung, Depok, Jawa Barat","Rp","185 jt","2","1","36 m²","Rp 3.700.000 per m²","",""
"PROMO HARGA MURAH RUMAH MEWAH DI CITAYAM UNIT TERLARIS, NEGO YUK!","Jl. Raya nanggerang tugu macan citayam cipayung, Sawangan, Depok, Jawa Barat","Rp","235 jt","2","1","36 m²","Rp 3.916.667 per m²","",""
"Rumah murah dicitayam depok","jalan raya nanggerang citayam, Citayam, Depok, Jawa Barat","Rp","210 jt","2","1","30 m²","Rp 4.200.000 per m²","",""
"DAPATKAN HARGA PROMONYA RUMAH MEWAH KINI HANYA 230JT DI CITAYAM","Jl. Raya nanggerang tugu macan citayam cipayung, Sawangan, Depok, Jawa Barat","Rp","230 jt","2","1","36 m²","Rp 3.833.333 per m²","",""
"PROMO! ! YUK BOOKING SEKARANG HUNIAN MEWAHNYA","Jl. raya tugu macan, Citayam, Depok, Jawa Barat","Rp","230 jt","2","1","36 m²","Rp 3.833.333 per m²","",""
"D'marco","Raya bogor, Cibinong, Depok, Jawa Barat","Rp","550 jt","2","1","50 m²","Rp 7.638.889 per m²","",""
"Cluster termurah dan terlaris 200jtan free kitchen set di citayam","Jl. Raya nanggerang tugu macan cipayung depok, Cipayung, Depok, Jawa Barat","Rp","210 jt","2","1","30 m²","Rp 4.200.000 per m²","",""
"Andara di jual cepat harga murah","Andara jual bu, Cinere, Depok, Jawa Barat","Rp","1,65 M","3","2","89 m²","Rp 19.642.857 per m²","",""
"Harga PROMO! !! Hanya 185jt dapat hunian mewah akses mobil di citayam","Jl. Raya nanggerang citayam cipayung, Cipayung, Depok, Jawa Barat","Rp","185 jt","2","1","36 m²","Rp 3.700.000 per m²","",""
"Rumah murah akses 3mnt stasiun citayam harga 195jt, Miliki segera rumahnya!","Jl. Raya citayam cipayung, Cipayung, Depok, Jawa Barat","Rp","195 jt","2","1","40 m²","Rp 4.875.000 per m²","",""
"Jual cepat cinere posisi di hook ada halaman belakang","Cinere - Depok, Cinere, Depok, Jawa Barat","Rp","2,6 M","3","2","72 m²","Rp 18.978.102 per m²","",""
"Rumah minimalis murah siap huni akses dekat stasiun citayam","Jl. raya pondok terong cipayung depok, Cipayung, Depok, Jawa Barat","Rp","195 jt","2","1","40 m²","Rp 4.875.000 per m²","",""
"Rumah Siap Huni Di Meruyung Depok Csde","Jl Tiga Putra Meruyung Depok, Limo, Depok, Jawa Barat","Rp","555 jt","2","1","62 m²","Rp 8.951.613 per m²","",""
"Hunian Berkelas Di Tanah Baru Depok","Tugu Tanah Baru Depok, Tanah Baru, Depok, Jawa Barat","Rp","1,5 M","3","2","90 m²","Rp 15.789.474 per m²","",""
"Rumah murah di Beji, Depok","Beji, Depok, Jawa Barat","Rp","2,2 M","5","4","230 m²","Rp 10.138.249 per m²","",""
"Rumah Mewah Dan Nyaman Di Lokasi Strategis","Jl.Raya Cipayung Depok, Cipayung, Depok, Jawa Barat","Rp","1,3 M","4","4","120 m²","Rp 13.000.000 per m²","",""
"Flash Sale Oktober Rumah Ready Stock Dekat Stasiun KRL","Jl. Ratu Jaya Depok, Cipayung, Depok, Jawa Barat","","485","2","1","45 m²","Rp 6 per m²","",""
"RUMAH DEKAT STASIUN 300 JUTAAN BISA CASH DAN KPR DIDEPOK","Jalan pondok terong cipayung depok, Cipayung, Depok, Jawa Barat","","345","2","1","40 m²","Rp 6 per m²","",""
"Ready Stock Cukup Bayar 5Jt Free Motor Hanya 5 Menit Ke Stasiun",". Jl. Cipayung Jaya, Cipayung, Depok, Jawa Barat","","445","2","1","60 m²","Rp 7 per m²","",""
"Medhina residence 3 sawangan depok","Jln garuda 2, Rangkapanjaya, Depok, Jawa Barat","Rp","450 jt","2","1","40 m²","Rp 7.500.000 per m²","",""
"Rumah siap huni kpr dp 0% dekat stasiun citayam","Jln raya pertanian citayam depok, Citayam, Depok, Jawa Barat","Rp","485 jt","2","1","40 m²","Rp 8.083.333 per m²","",""
"Cluster permata ruby type mezanine 800 mter dari tol desari","Rd sukarma, Rangkapanjaya, Depok, Jawa Barat","Rp","700 jt","3","1","50 m²","Rp 10.144.928 per m²","",""
"Grand Depok City","Jl. Boulevard Grand Depok City,Tirtajaya, Sukma Jaya, Depok, Jawa Barat","Rp","950 jt","3","2","64 m²","Rp 11.309.524 per m²","",""
"Medina residence 5jt all in cicilan 2jtan","Margonda, Depok, Jawa Barat","Rp","450 jt","2","1","48 m²","Rp 7.377.049 per m²","",""
"Rumah Ready Stock Tanpa DP","Jl. Raya Arco Sawangan, Sawangan, Depok, Jawa Barat","Rp","483,569 jt","2","1","42 m²","Rp 6.534.716 per m²","",""
"Bojong sari,","Bojong sari, depok, Bojongsari, Depok, Jawa Barat","Rp","1,2 M","4","2","150 m²","Rp 6.000.000 per m²","",""
"Rumah Ready Terbaru Berkualitas Lokasi Strategis, Akses Jalan Utama di Citayam","jln raya. pasir angin nanggerang citayam depok, Sawangan, Depok, Jawa Barat","Rp","235 jt","2","1","36 m²","Rp 3.916.667 per m²","",""
"PROMO HARGA GILA RUMAH MEWAH DICITAYAM HANYA 230JT, BURUAN SURVEY!","Jl. Raya nanggerang tugu macan citayam cipayung, Sawangan, Depok, Jawa Barat","Rp","230 jt","2","1","36 m²","Rp 3.833.333 per m²","",""
"Rumah Sawangan Dekat Fasilitas Kota","Jl. Raya Arco Sawangan, Sawangan, Depok, Jawa Barat","Rp","485,695 jt","2","1","42 m²","Rp 6.390.724 per m²","",""
"Garda Residence 7 dekat tol Desari",". Jl. Raya mampang, Sawangan, Depok, Jawa Barat","","300","2","1","40 m²","Rp 5 per m²","",""
"Rumah DP 0% Konsep Mezzanine cicilan 2 jtan/bulan","Jl. H. Sulaiman bedahan Depok, Sawangan, Depok, Jawa Barat","Rp","300 jt","2","1","38 m²","Rp 6.000.000 per m²","",""
"Zeina Residence Termurah dan Strategis di depok",". Pasir putih sawangan, Sawangan, Depok, Jawa Barat","","200","2","1","36 m²","Rp 4 per m²","",""
"Bumi Sawangan Indah 1","Jl. Pengasinan, Sawangan, Sawangan, Depok, Jawa Barat","Rp","531 M","2","1","45 m²","Rp 6.397.590.361 per m²","",""
"Dijual rumah brand new dalam perumahan di cinere","Cinere, Cinere, Depok, Jawa Barat","Rp","2,5 M","3","2","115 m²","Rp 19.531.250 per m²","",""
"Dijual Cepat BU rumah second rapi dan etnik di Dmarco depok jalan raya bogor keluar kostrad Cilodong","Cilodong, Depok, Jawa Barat","Rp","510 jt","2","1","50 m²","Rp 7.083.333 per m²","",""
"Rumah Ready Terbaru Berkualitas Lokasi Strategis, Akses Jalan Utama di Citayam","jln raya. citayam pasir angin nanggerang, Sawangan, Depok, Jawa Barat","Rp","235 jt","2","1","60 m²","Rp 6.527.778 per m²","",""
"Rumah Luas Lingkungan Elit & Hijau Di Bukit Cinere Indah","Cinere, Depok, Jawa Barat","Rp","4,5 M","4","3","200 m²","Rp 10.000.000 per m²","",""
"Rumah hook dengan tanah yang luas, ada kolam renang dijual di cluster di Cinere, dekat Mall Cinere","Cinere, Depok, Jawa Barat","Rp","17 M","10","5","599 m²","Rp 15.260.323 per m²","",""
"Sutera Sawangan","Jalan raya parung ciputat DEPOK, Sawangan, Depok, Jawa Barat","Rp","1,2 M","3","2","73 m²","Rp 14.285.714 per m²","",""
"Megapolitan Cinere Estate",". Jl. Cinere Raya, Cinere, Depok, Cinere, Depok, Jawa Barat","Rp","3,5 M","6","4","500 m²","Rp 10.000.000 per m²","",""
"Rumah konsep Minimalis klasik Lokasi strategis dekat alun alun","Jl batan GDC depok, Sukma Jaya, Depok, Jawa Barat","Rp","846 jt","3","2","63 m²","Rp 11.589.041 per m²","",""
"RUMAH MINIMALIS LOKASI DI KALIMULYA DEPOK DEKAT STASIUN","DEPOK KALIMULYA, Cilodong, Depok, Jawa Barat","Rp","600 jt","2","1","42 m²","Rp 9.677.419 per m²","",""
"Rumah cluster cantik 2 lantai lokasi sangat strategis dekat stasiun depok","Jalan RRI, Sukma Jaya, Depok, Jawa Barat","Rp","895 jt","3","2","66 m²","Rp 13.161.765 per m²","",""
"Hunian cluster cantik di Depok sukma jaya","CLUSTER DEKA RESIDENCE, Sukma Jaya, Depok, Jawa Barat","Rp","790 jt","2","1","48 m²","Rp 7.745.098 per m²","",""
"Rumah bagus semi furnished dlm cluster di beji tanah baru depok","Beji, tanah baru depok, Beji, Depok, Jawa Barat","Rp","1,575 M","4","3","126 m²","Rp 15.594.059 per m²","",""
"Margonda","Amara Residence Sawangan, Margonda, Depok, Jawa Barat","Rp","890 jt","3","3","78 m²","Rp 8.811.881 per m²","",""
"Dijual rumah di beji dp 0 kpr ringan","Beji, Beji, Depok, Jawa Barat","Rp","890 jt","3","3","78 m²","Rp 8.811.881 per m²","",""
"Dijual Rumah di Cimanggis Murah 4 Kamar","Cimanggis, Cimanggis, Depok, Jawa Barat","Rp","1,1 M","4","3","101 m²","Rp 14.285.714 per m²","",""
"Rumah 2 Lantai 4 Kamar Baru dekat Pintu Toll di Sawangan","Jalan Abdul Wahab, Rt 03, Rw 08, Kel. Cinangka, Sawangan, Depok, Jawa Barat","Rp","800 jt","3","3","78 m²","Rp 11.428.571 per m²","",""
"Jual Rumah di Cinere 2 Lantai","Cinere, Cinere, Depok, Jawa Barat","Rp","890 jt","3","3","78 m²","Rp 8.811.881 per m²","",""
"Jual Rumah Siap Huni Di Griya Bukit Jaya Dekat Tapos Depok Harga All In Siap KPR","Griya Bukit Jaya, Tapos, Depok, Jawa Barat","Rp","2,16 M","4","4","270 m²","Rp 16.000.000 per m²","",""
"Jual Rumah Siap Huni Strategis Di Permata Depok Regency Dekat Margonda Harga All In Siap KPR","Permata Depok Regency, Margonda, Depok, Jawa Barat","Rp","840 jt","2","1","60 m²","Rp 11.666.667 per m²","",""
"Jual Rumah Siap Huni Strategis Dekat Bojongsari Depok Harga Nego Biaya All In Siap KPR","Jalan Cempaka, Bojongsari, Depok, Jawa Barat","Rp","990 jt","3","1","125 m²","Rp 6.600.000 per m²","",""
"Jual Rumah Siap Huni Di Perumahan The Grove Dekat Cilodong Harga All In Siap KPR DP Ringan","Perumahan The Grove, Cilodong, Depok, Jawa Barat","Rp","540 jt","2","1","50 m²","Rp 6.428.571 per m²","",""
"Rumah Mewah Proses Renovasi Tahap Akhir Berlokasi di Cinere dekat Akses Toll","Megapolitan Cinere Estate, Cinere, Depok, Jawa Barat","Rp","4,5 M","6","3","700 m²","Rp 11.111.111 per m²","",""
"For Sale Rumah Siap Huni Cinere","Cinere, Depok, Jawa Barat","Rp","8,2 M","3","3","381 m²","Rp 9.162.011 per m²","",""
"DIJUAL  Rumah Asri di Hook dekat pintu Tol dan Stasiun LRT CIBUBUR - RARE ITEM","Cimanggis, Depok, Jawa Barat","Rp","3,2 M","6","4","325 m²","Rp 7.619.048 per m²","",""
"Dijual Rumah Baru Lokasi : Cimanggis Golf Estate","Cimanggis, Depok, Jawa Barat","Rp","2,5 M","4","4","118 m²","Rp 19.531.250 per m²","",""
"Rumah Minimalis Sawangan Tanpa DP","Jl. Masjid Al-Maryanti Duren Seribu, Sawangan, Depok, Jawa Barat","Rp","479,569 jt","2","1","42 m²","Rp 6.310.118 per m²","",""
"Dijual Cepat Rumah Cantik Siap Huni Banget, Baru Renovasi, Dalam Komplek Di Limo Depok","Limo, Depok, Jawa Barat","Rp","1,45 M","3","2","65 m²","Rp 9.119.497 per m²","",""
"Rumah murah lokasi strategis pinggir jalan raya, dekat toll dan stasiun Citayam","duren baru citayam, Citayam, Depok, Jawa Barat","Rp","235 jt","2","1","36 m²","Rp 4.700.000 per m²","",""
"Rumah Dijual dekat dengan Stasiun Harga Promo Minimalis Modern","Jl. Taman Jaya, Cipayung, Depok, Cinere, Depok, Jawa Barat","Rp","330 jt","3","1","32 m²","Rp 5.500.000 per m²","",""
"Rumah murah lokasi sangat strategis pinggir jalan raya 10 menit dari stasiun Citayam","duren baru tugu macan, Citayam, Depok, Jawa Barat","Rp","250 jt","2","1","40 m²","Rp 4.166.667 per m²","",""
"Jayana Valley",". Jl. Kp. Cilangkap No.2, Cilangkap, Tapos, Tapos, Depok, Jawa Barat","Rp","680 jt","2","2","64 m²","Rp 10.967.742 per m²","",""
"Jayana Valley",". Jl. Kp. Cilangkap No.2, Cilangkap, Tapos, Tapos, Depok, Jawa Barat","Rp","670 jt","2","2","64 m²","Rp 10.806.452 per m²","",""
"Dijual Cepat Rumah 1 Lantai di Limo Depok Belakang UPN dalam Komplek","Limo, Depok, Jawa Barat","Rp","575 jt","4","2","76 m²","Rp 7.565.789 per m²","",""
"Jual Rumah Siap Huni Strategis Di Permata Depok Regency Bebas Banjir Harga All In Siap KPR","Permata Depok Regency, Cipayung, Depok, Jawa Barat","Rp","840 jt","2","1","60 m²","Rp 11.666.667 per m²","",""
"Jual Rumah Siap Huni Strategis Di Tamansari Puri Bali Depok Harga All In Siap KPR","Tamansari Puri Bali, Bojongsari, Depok, Jawa Barat","Rp","1,1 M","4","2","110 m²","Rp 6.918.239 per m²","",""
"Jual Rumah Siap Huni Strategis di Grand Depok City Dekat Margonda Harga All In Siap KPR","Grand Depok City Cluster Verbena, Margonda, Depok, Jawa Barat","Rp","1,56 M","3","3","145 m²","Rp 13.565.217 per m²","",""
"Jual Rumah Siap Huni Bebas Banjir Strategis di Grand Depok City Harga All In Siap KPR","Grand Depok City, Sukma Jaya, Depok, Jawa Barat","Rp","2,28 M","4","4","200 m²","Rp 12.666.667 per m²","",""
"Jual Cepat Rumah Asri Siap Huni Strategis Dekat Limo Depok Harga Nego Biaya All In Siap KPR","Limo, Depok, Jawa Barat","Rp","1,655 M","3","3","110 m²","Rp 21.217.949 per m²","",""
"Jual Rumah Siap Huni Strategis di Grand Depok City Dekat Pancoran Mas Harga All In Siap KPR","Grand Depok City Cluster Verbena, Pancoran Mas, Depok, Jawa Barat","Rp","1,56 M","3","3","145 m²","Rp 13.565.217 per m²","",""
"Jual Rumah Siap Huni Bebas Banjir di Desari Residence Depok Harga All In Siap KPR","Jl Mandor Samin, Kalibaru, Cilodong, Depok, Cilodong, Depok, Jawa Barat","Rp","1,56 M","3","2","90 m²","Rp 21.666.667 per m²","",""
"Jual Rumah Siap Huni Di Cluster Cinere Modern Dekat Pancoran Mas Harga All In Siap KPR","Cluster Cinere Modern, Pancoran Mas, Depok, Jawa Barat","Rp","1,5 M","4","3","150 m²","Rp 9.933.775 per m²","",""
"Jual Rumah Seken Terawat Siap Huni Strategis Dekat Citayam Harga All In Siap KPR","Grand Depok City, Citayam, Depok, Jawa Barat","Rp","2,28 M","4","4","200 m²","Rp 12.666.667 per m²","",""
"Jual Cepat Rumah Seken Strategis Di Perumahan Depok Mulya 2 Harga All In Siap KPR","Perumahan Depok Mulya 2, Beji, Depok, Jawa Barat","Rp","1,56 M","3","2","85 m²","Rp 11.729.323 per m²","",""
