"nav-link","listing-location","currency","price","bed","bath","listing-floorarea","hidden-sm","listing-floorarea 2","hidden-sm href 2","hidden-sm 2"
"Bangka","Kemang, Jakarta Selatan, DKI Jakarta","Rp","15 M","5","5","700 m²","Hubungi","Rp 13.723.696 per m²","",""
"Rumah Mediterania Styles Taman Palem Lestari Cengkareng","Taman Palem Lestari Cengkareng, Cengkareng, Jakarta Barat, DKI Jakarta","Rp","6 M","3","5","750 m²","Hubungi","Rp 19.672.131 per m²","",""
"Dijual Rumah Katamaran Permai PIK","Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","25 M","6","5","839 m²","Hubungi","Rp 31.847.134 per m²","",""
"Dijual Rumah Taman Kebon Jeruk Intercon","Kebon Jeruk, Jakarta Barat, DKI Jakarta","Rp","10,5 M","4","4","300 m²","Hubungi","Rp 35.000.000 per m²","",""
"Rumah bagus asri dan nyaman 2 lantai di Tebet Jakarta Selatan","Gudang Peluru, Jakarta Selatan, DKI Jakarta","Rp","6,9 M","6","6","426 m²","Hubungi","Rp 19.436.620 per m²","",""
"mangga besar","DwiwarnaEkonomi, Sawah Besar, Jakarta Pusat, DKI Jakarta","Rp","1,37 M","3","2","98 m²","Hubungi","Rp 11.512.605 per m²","",""
"Janur asri","Janur asri IV, Kelapa Gading, Jakarta Utara, DKI Jakarta","Rp","5 M","5","2","234 m²","Hubungi","Rp 24.509.804 per m²","",""
"Rumah Dijual Cepat Menceng Tegal Alur Jakarta Barat","jl. Permata Menceng Tegal Alur, Cengkareng, Jakarta Barat, DKI Jakarta","Rp","1,3 M","3","2","110 m²","Hubungi","Rp 16.250.000 per m²","",""
"RUMAH SULTAN HANYA 1M-AN","Jl. Raya Muchtar Sawangan Village, Jagakarsa, Jakarta Selatan, DKI Jakarta","Rp","1,1 M","3","2","75 m²","Hubungi","Rp 10.784.314 per m²","",""
"Dijual Rumah di Cluster Jakarta Garden City Jakarta Timur","Jakarta Garden City/JGC, Jakarta Timur, DKI Jakarta","Rp","1,7 M","4","3","73 m²","Hubungi","Rp 18.888.889 per m²","",""
"Rumah Siaphuni Smart Home System 700 Jt","Jl.Kuningan Raya, Kuningan, Jakarta Selatan, DKI Jakarta","Rp","700 jt","3","2","65 m²","Hubungi","Rp 8.860.759 per m²","",""
"rumah 2 lantai di mampang jakarta selatan bebas banjir dekat pasar mampang harga dibawah pasaran","Mampang, Jakarta Selatan, DKI Jakarta","Rp","2,8 M","7","2","70 m²","Hubungi","Rp 18.666.667 per m²","",""
"Dijual Rumah Minimalis di Jakarta Garden City","Jakarta Garden City/JGC, Jakarta Timur, DKI Jakarta","Rp","2,2 M","4","3","87 m²","Hubungi","Rp 18.333.333 per m²","",""
"Dijual Rumah Masih Siap Pakai Area Tomang Belakang Wisma Lampung","Kamboja Blok I, Tomang, Jakarta Barat, DKI Jakarta","Rp","9,9 M","3","3","600 m²","Hubungi","Rp 22.863.741 per m²","",""
"Dijual Rumah Kost Melrose Place Siap Usaha Sebrang Kampus Binus","Jl. Raya Kebon Jeruk, Kebon Jeruk, Jakarta Barat, DKI Jakarta","Rp","4,9 M","10","10","234 m²","Hubungi","Rp 84.482.759 per m²","",""
"Dijual Segera ! Rumah 2 Lantai Siap Huni 9m x15m Area Tomang","Tomang - Jakarta Barat, Tomang, Jakarta Barat, DKI Jakarta","Rp","3 M","3","3","225 m²","Hubungi","Rp 22.222.222 per m²","",""
"Dijual Rumah Baru Minimalis Taman Ratu","Taman Ratu, Taman Ratu, Jakarta Barat, DKI Jakarta","Rp","1,7 M","3","3","120 m²","Hubungi","Rp 36.956.522 per m²","",""
"Dijual Rumah 3 Lantai Ukuran 6, 7m X 14, 5m Siap Huni Area Duri Mas","Duri Mas, Duri Kepa, Jakarta Barat, DKI Jakarta","Rp","2,7 M","4","4","200 m²","Hubungi","Rp 27.835.052 per m²","",""
"Rumah Asri Kavling DPR Jl. Melati - M. Kahfi I - Ciganjur Jakarta Selatan","Jl.Melati - M.Kahfi I - Ciganjur Jakarta Selatan, Jagakarsa, Jakarta Selatan, DKI Jakarta","Rp","8,8 M","4","3","244 m²","Hubungi","Rp 18.032.787 per m²","",""
"Harga Terbaik- Rumah Gaya Bali Area Pejaten Barat","Kemang, Jakarta Selatan, DKI Jakarta","Rp","60 M","4","4","1130 m²","Hubungi","Rp 14.851.485 per m²","",""
